fid,id,@id,amenity,capacity,fee,hgv,motorcar,parking,@geometry,capacity_i,access,bicycle,fixme,network,operator,operator_w,operator_1,website,amperage,authentica,brand,covered,manufactur,source,voltage,wikimedia_,disused_am,name,surface,socket_typ,brand_wiki,opening_ho,motorcycle,payment_ap,maxstay,parking_sp,area,capacity_c,ref_enel_c,ref_enel_s,ref,payment_co,payment_cr,socket,socket_cha,socket_c_1,socket_t_1,socket_t_2,socket_t_3,socket_t_4,branch,short_name,start_date,check_date,parking_fe,capacity_d,orientatio,addr_city,addr_postc,addr_stree,contact_we,socket_tes,socket_t_5,socket_t_6,socket_t_7,descriptio,addr_count,brand_wi_1,not_operat,charging_s,addr_subur,addr_house,addr_provi,note,office,phone_IT,authenti_1,authenti_2,level,authenti_3,indoor,socket_t_8,panoramax,socket_sca,bus,scooter,socket_t_9,authenti_4,authenti_5,addr_str_1,name_de,name_it,payment_ca,payment__1,payment_me,payment_qr,fuel_elect,motor_vehi,wheelchair,authenti_6,car,website_en,disused,socket_t10,socket_t11,power,panoramax_,socket_sch,socket_s_1,truck,payment_rf,payment_sm,panorama_1,panorama_2,socket_rop,frequency,socket_dev,socket_t12,charging_1,position,note_it,contact_ph,socket_t13,protection,mapillary,survey_dat,payment_el,charge,socket_t14,outdoor,socket_t15,socket_t16,descript_1,man_made,service,socket_t17,service_bi,natural,ref_EU_EVS,source_dat,operator_2,socket_t18,socket_t19,authenti_7,authenti_8,socket_t20,socket_t21,socket_t22,comment,image,name_en,not_brand_,payment_mo,nohousenum,operator_t,power_supp,output,video,bollard,bicycle_pa,maxstay_co,network_wi,toilets_wh,panorama_3,panorama_4,socket_d_1,socket_s_2,socket_t23,closed,unsigned_r,network_we,addr,addr_descr,colour,location,service__1,vehicle,socket_ccs,survey_d_1,socket_t24,note_en,socket_bos,socket_shi,socket_yam,email,phone,socket_c_2,socket_c_3,alt_name,noname,payment__2,capacity_m,capacity_1,payment_pa,payment_sa,socket_d_2,service__2,operator_3,charging_2,moped,socket_s_3,operator_e,owner,owner_wiki,name_es,name_fr,photo,picture,payment_ac,ele,payment_am,payment_ch,payment__3,payment__4,payment_de,payment_di,payment__5,payment_ep,payment__6,payment_gi,payment_jc,payment_ma,payment__7,payment_no,payment_te,payment_un,payment_vi,payment__8,payment__9,app_apple,app_google,payment_10,payment_11,payment_en,wikipedia,url,payment_ph,socket_b_1,socket_unk,payment,Tipo Zona,Tipo Zona String
234,node/5832397064,node/5832397064,charging_station,"2",,,,,,2,,,,,Enel,Q651222,en:Enel,,,,Enel,,,,,,,Enel,,,Q651222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en:Enel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
242,node/6107576672,node/6107576672,charging_station,"2",,,,,,2,,,,,GardaUno,,,,,,,,,,,,,Tignale Charging Station 11kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Typ2 11kW, Roaming mit ADAC, WeCharge, EnBw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
250,node/6190415245,node/6190415245,charging_station,"2",,,,,,2,,,,,lidl,Q651222,en:Enel,,,yes,,,,,,,,,,,Q651222,"Mo-Sa 08:00-21:00; Su 08:30-20:30",,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,en:Enel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
254,node/6251044624,node/6251044624,charging_station,"4",no,,no,,,4,,yes,,,Zeus,,,,,,,,,,,,,Zeus Charging Station,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zeuschargingstation.com/,,,,,,,,,,,,,,,,yes,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"4","220",no,,,,,,,"5","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,Foresta conifere
259,node/6347788941,node/6347788941,charging_station,"2",,,,,,2,,,,,bike-energy,Q67770877,,,,,bike-energy,,,,,,,bike-energy Ladestation,,,Q67770877,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesio,"25010","di, Via Dalvra",,,,,,POINT P2B für 2 E-Bikes. Das passende Ladekabel für Ihr E-Bike kann vor Ort ausgeliehen oder direkt auf www.bike-energy.com bestellt werden.,IT,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
290,node/6611986407,node/6611986407,charging_station,"3",,,,,,3,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
297,node/6665890973,node/6665890973,charging_station,"2",,,,,,2,yes,,,,AGESP Energia,,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,Urbano continuo
298,node/6665890974,node/6665890974,charging_station,"2",,,,,,2,yes,,,,AGESP Energia,,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,Urbano continuo
324,node/6851392074,node/6851392074,charging_station,"3",yes,,,,,3,yes,,,,Enel,Q651222,,,,,Enel,,,,,,,Enel,,,Q651222,24/7,,,,,,,,,,,,,"1",50kW,"1",43kW,"1",50kW,,,,,,,,,,,,,,,,,,en:Enel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
325,node/6851392075,node/6851392075,charging_station,"1",yes,,,,,1,yes,,,,Enel,Q651222,,,,,Enel,,,,,,,Enel,,,Q651222,24/7,,,,,,,,,,,,,"1",50kW,"1",43kW,"1",50kW,,,,,,,,,,,,,,,,,,en:Enel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
330,node/6887222290,node/6887222290,charging_station,"1",,,,,,1,,,,,Be Charge,Q113289535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
331,node/6901916117,node/6901916117,charging_station,"1",yes,,,,,1,yes,,,,A2A,,,,,,A2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
332,node/6901916121,node/6901916121,charging_station,"2",,,,,,2,,,,,Atlante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
339,node/7055520932,node/7055520932,charging_station,"1",,,yes,,,1,,,,,Lidl,Q151954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
340,node/7059666324,node/7059666324,charging_station,"2",yes,,yes,,,2,yes,,,,Enel X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
365,node/7415449892,node/7415449892,charging_station,"1",no,,,,,1,yes,yes,,,GaraGeeks,,,,,,Montanaso Lombardo,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
370,node/7565593313,node/7565593313,charging_station,"2",yes,,,,,2,yes,,,,Neogy,Q126912835,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roaming fee e.g. ADAC, WeCharge, EnBw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
371,node/7569180206,node/7569180206,charging_station,"1",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
375,node/7612438137,node/7612438137,charging_station,"2",,,yes,,,2,,,,,a2a,Q279978,,,,,,,,,,,,E-Moving,,,,24/7,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,Urbano continuo
386,node/7845550601,node/7845550601,charging_station,"1",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,Urbano continuo
387,node/7849032361,node/7849032361,charging_station,"1",no,,,,,1,,,,,Lidl,,,,,yes,,,,,,,,,,,,,,,2h,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
416,node/8170199725,node/8170199725,charging_station,"4",,,,,,4,,yes,,,Zeus,,,,,,,,,,,,,Zeus Charging Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zeuschargingstation.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
417,node/8170199726,node/8170199726,charging_station,"4",no,,no,,,4,,yes,,,Zeus,,,,,,,,,,,,,Zeus Charging Station,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zeuschargingstation.com/,,,,,,,,,,,,,,,,yes,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"4","220",no,,,,,,,"5","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,Pascoli
418,node/8170199727,node/8170199727,charging_station,"4",no,,no,,,4,,yes,,,Zeus,,,,,,,,,,,,,Zeus Charging Station,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zeuschargingstation.com/,,,,,,,,,,,,,,,,yes,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"4","220",no,,,,,,,"5","4",,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
419,node/8170199729,node/8170199729,charging_station,"4",no,,no,,,4,,yes,,,Zeus,,,,,,,,,,,,,Zeus Charging Station,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zeuschargingstation.com/,,,,,,,,,,,,,,,,yes,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"4","220",no,,,,,,,"5","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,Agricoltura e vegetazione
429,node/8296286424,node/8296286424,charging_station,"8",yes,,,,,8,,,,,"Tesla, Inc.",Q478214,"en:Tesla, Inc.",https://www.tesla.com/findus/location/supercharger/aresesupercharger,,,Tesla Supercharger,,,,,,,Tesla Supercharger,,,Q17089620,24/7,,,,,,,,,,,,,,,,,,,Arese,Tesla,,,,,,,,,,,,"20",250 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
440,node/8498024900,node/8498024900,charging_station,"4",yes,,yes,,,4,customers,,,,"Tesla, Inc.",Q478214,,https://www.tesla.com/findus/location/supercharger/addanordsupercharger,,,Tesla Supercharger,,,,,,,Tesla Supercharger,,,Q17089620,24/7,,,,,,,,,,,,,,,,,,,,Tesla,2021-03-04,,,,,,,,,,,"4",250 kW,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,Strade/Ferrovia
441,node/8498042205,node/8498042205,charging_station,"4",yes,,yes,,,4,customers,,,,"Tesla, Inc.",Q478214,,https://www.tesla.com/findus/location/supercharger/addasudsupercharger,,,Tesla Supercharger,,,,,,,Tesla Supercharger,,,Q17089620,24/7,,,,,,,,,,,,,,,,,,,,Tesla,2021-03-04,,,,,,,,,,,"4",250 kW,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,Strade/Ferrovia
458,node/8709493936,node/8709493936,charging_station,"1",no,,yes,,,1,,,,,Lidl,Q151954,en:Lidl,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
484,node/8792727032,node/8792727032,charging_station,"2",yes,,,,,2,,,,,Enel X,Q5376815,,,,,Enel X,,,,,,,Enel X,,,Q5376815,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
490,node/8853210606,node/8853210606,charging_station,"1",,,,,,1,,,,,Enel X,Q5376815,,,,,Enel X,,,,,,,Enel X,,,Q5376815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
491,node/8858034855,node/8858034855,charging_station,"2",yes,,,,,2,yes,,,,Power Point per il condominio,,,,,,,,,,,,,Power Point city car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,Urbano continuo
515,node/9019578387,node/9019578387,charging_station,"1",,,,,,1,,yes,,DINAclub,Repower,Q674712,it:Repower,https://www.repower.com/it/dina/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
524,node/9041397026,node/9041397026,charging_station,"1",,,,,,1,no,,,,Enel X,Q5376815,en:Enel X,,,,Enel X,,,,,,,Enel X,,,Q5376815,,,,,,,"1",,,18DP22T5HK4U000154,,,,,,"1",22kW,,,,,,,,,,,,,,,,,,,,en:Enel X,,25 kW,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
525,node/9041397027,node/9041397027,charging_station,"1",,,,,,1,no,,,,Enel X,Q5376815,en:Enel X,,,,Enel X,,,,,,,Enel X,,,Q5376815,,,,,,,"1",,,19XP22T5HK4AH00026,,,,,,"1",22kW,,,,,,,,,,,,,,,,,,,,en:Enel X,,22 kW,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
526,node/9041397028,node/9041397028,charging_station,"1",yes,,,,,1,no,,,,Duferco Energia,Q113465226,,,,,Duferco Energia,,,,,,,Duferco Energia,,,Q113465226,,,,,,,"1",,,,,,,,,"2",22kW,,,,,,,,,,,,,,,,,,,,it:Duferco,,22 kW,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
527,node/9041397029,node/9041397029,charging_station,"1",,,,,,1,no,,,,Enel X,Q5376815,en:Enel X,,,,Enel X,,,,,,,Enel X,,,Q5376815,,,,,,,"1",,,18DP22T5HK5U000338,,,,,,"1",22kW,,,,,,,,,,,,,,,,,,,,en:Enel X,,25 kW,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
528,node/9041397030,node/9041397030,charging_station,"1",,,,,,1,no,,,,Enel X,Q5376815,en:Enel X,,,,Enel X,,,,,,,Enel X,,,Q5376815,,,,,,,"1",,,16DP22T5HK1R000015,,,,,,"1",22kW,,,,,,,,,,,,,,,,,,,,en:Enel X,,25 kW,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
529,node/9041397031,node/9041397031,charging_station,"1",,,,,,1,no,,,,Enel X,Q5376815,en:Enel X,,,,Enel X,,,,,,,Enel X,,,Q5376815,,,,,,,"1",,,19XP22T5HK4AH00027,,,,,,"1",22kW,,,,,,,,,,,,,,,,,,,,en:Enel X,,25 kW,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
530,node/9041397032,node/9041397032,charging_station,"1",,,,,,1,no,,,,Enel X,Q5376815,en:Enel X,,,,Enel X,,,,,,,Enel X,,,Q5376815,,,,,,,"1",,,19XP22T5HK4AH00020,,,,,,"1",22kW,,,,,,,,,,,,,,,,,,,,en:Enel X,,25 kW,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
